Date,Product,Category,Price,Province
5/15/2018,Lentils (masur) - Retail,pulses and nuts,83.67,Khyber Pakhtunkhwa
6/15/2018,Lentils (masur) - Retail,pulses and nuts,83.84,Khyber Pakhtunkhwa
7/15/2018,Lentils (masur) - Retail,pulses and nuts,84.33,Khyber Pakhtunkhwa
8/15/2018,Lentils (masur) - Retail,pulses and nuts,87.42,Khyber Pakhtunkhwa
9/15/2018,Lentils (masur) - Retail,pulses and nuts,90,Khyber Pakhtunkhwa
10/15/2018,Lentils (masur) - Retail,pulses and nuts,90,Khyber Pakhtunkhwa
11/15/2018,Lentils (masur) - Retail,pulses and nuts,88.66,Khyber Pakhtunkhwa
12/15/2018,Lentils (masur) - Retail,pulses and nuts,93.33,Khyber Pakhtunkhwa
1/15/2019,Lentils (masur) - Retail,pulses and nuts,88.66,Khyber Pakhtunkhwa
2/15/2019,Lentils (masur) - Retail,pulses and nuts,92.5,Khyber Pakhtunkhwa
3/15/2019,Lentils (masur) - Retail,pulses and nuts,93.75,Khyber Pakhtunkhwa
4/15/2019,Lentils (masur) - Retail,pulses and nuts,93.33,Khyber Pakhtunkhwa
5/15/2019,Lentils (masur) - Retail,pulses and nuts,93.27,Khyber Pakhtunkhwa
6/15/2019,Lentils (masur) - Retail,pulses and nuts,100.33,Khyber Pakhtunkhwa
7/15/2019,Lentils (masur) - Retail,pulses and nuts,105,Khyber Pakhtunkhwa
8/15/2019,Lentils (masur) - Retail,pulses and nuts,105,Khyber Pakhtunkhwa
9/15/2019,Lentils (masur) - Retail,pulses and nuts,104.37,Khyber Pakhtunkhwa
10/15/2019,Lentils (masur) - Retail,pulses and nuts,109.83,Khyber Pakhtunkhwa
12/15/2014,Milk - Retail,milk and dairy,72.5,Khyber Pakhtunkhwa
1/15/2015,Milk - Retail,milk and dairy,72.5,Khyber Pakhtunkhwa
2/15/2015,Milk - Retail,milk and dairy,72.5,Khyber Pakhtunkhwa
3/15/2015,Milk - Retail,milk and dairy,72.5,Khyber Pakhtunkhwa
10/15/2015,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
11/15/2015,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
12/15/2015,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
1/15/2016,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
2/15/2016,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
3/15/2016,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
4/15/2016,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
5/15/2016,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
6/15/2016,Milk - Retail,milk and dairy,82.5,Khyber Pakhtunkhwa
7/15/2016,Milk - Retail,milk and dairy,84,Khyber Pakhtunkhwa
8/15/2016,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
9/15/2016,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
10/15/2016,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
11/15/2016,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
12/15/2016,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
1/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
2/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
3/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
4/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
5/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
6/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
7/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
8/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
9/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
10/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
11/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
12/15/2017,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
1/15/2018,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
2/15/2018,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
3/15/2018,Milk - Retail,milk and dairy,85,Khyber Pakhtunkhwa
4/15/2018,Milk - Retail,milk and dairy,84.17,Khyber Pakhtunkhwa
5/15/2018,Milk - Retail,milk and dairy,83.33,Khyber Pakhtunkhwa
6/15/2018,Milk - Retail,milk and dairy,87.5,Khyber Pakhtunkhwa
7/15/2018,Milk - Retail,milk and dairy,91.67,Khyber Pakhtunkhwa
8/15/2018,Milk - Retail,milk and dairy,91.67,Khyber Pakhtunkhwa
9/15/2018,Milk - Retail,milk and dairy,91.67,Khyber Pakhtunkhwa
10/15/2018,Milk - Retail,milk and dairy,91.67,Khyber Pakhtunkhwa
11/15/2018,Milk - Retail,milk and dairy,91.67,Khyber Pakhtunkhwa
12/15/2018,Milk - Retail,milk and dairy,91.67,Khyber Pakhtunkhwa
1/15/2019,Milk - Retail,milk and dairy,95,Khyber Pakhtunkhwa
2/15/2019,Milk - Retail,milk and dairy,95,Khyber Pakhtunkhwa
3/15/2019,Milk - Retail,milk and dairy,95,Khyber Pakhtunkhwa
4/15/2019,Milk - Retail,milk and dairy,95,Khyber Pakhtunkhwa
5/15/2019,Milk - Retail,milk and dairy,97.66,Khyber Pakhtunkhwa
6/15/2019,Milk - Retail,milk and dairy,98.33,Khyber Pakhtunkhwa
7/15/2019,Milk - Retail,milk and dairy,100.42,Khyber Pakhtunkhwa
8/15/2019,Milk - Retail,milk and dairy,100.83,Khyber Pakhtunkhwa
9/15/2019,Milk - Retail,milk and dairy,100.83,Khyber Pakhtunkhwa
10/15/2019,Milk - Retail,milk and dairy,100.83,Khyber Pakhtunkhwa
1/15/2013,Oil (cooking) - Retail,oil and fats,218,Khyber Pakhtunkhwa
2/15/2013,Oil (cooking) - Retail,oil and fats,209,Khyber Pakhtunkhwa
3/15/2013,Oil (cooking) - Retail,oil and fats,210,Khyber Pakhtunkhwa
4/15/2013,Oil (cooking) - Retail,oil and fats,212,Khyber Pakhtunkhwa
5/15/2013,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
7/15/2013,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
8/15/2013,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
9/15/2013,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
10/15/2013,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
11/15/2013,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
1/15/2014,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
2/15/2014,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
3/15/2014,Oil (cooking) - Retail,oil and fats,215,Khyber Pakhtunkhwa
4/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
5/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
6/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
7/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
8/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
9/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
10/15/2014,Oil (cooking) - Retail,oil and fats,216,Khyber Pakhtunkhwa
11/15/2014,Oil (cooking) - Retail,oil and fats,214,Khyber Pakhtunkhwa
12/15/2014,Oil (cooking) - Retail,oil and fats,208,Khyber Pakhtunkhwa
1/15/2015,Oil (cooking) - Retail,oil and fats,208,Khyber Pakhtunkhwa
2/15/2015,Oil (cooking) - Retail,oil and fats,208,Khyber Pakhtunkhwa
3/15/2015,Oil (cooking) - Retail,oil and fats,208,Khyber Pakhtunkhwa
4/15/2015,Oil (cooking) - Retail,oil and fats,196,Khyber Pakhtunkhwa
5/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
6/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
7/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
8/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
9/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
10/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
11/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
12/15/2015,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
1/15/2016,Oil (cooking) - Retail,oil and fats,182,Khyber Pakhtunkhwa
2/15/2016,Oil (cooking) - Retail,oil and fats,181,Khyber Pakhtunkhwa
3/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
4/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
5/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
6/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
7/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
8/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
9/15/2016,Oil (cooking) - Retail,oil and fats,177.2908,Khyber Pakhtunkhwa
10/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
11/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
12/15/2016,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
1/15/2017,Oil (cooking) - Retail,oil and fats,178,Khyber Pakhtunkhwa
2/15/2017,Oil (cooking) - Retail,oil and fats,185.5,Khyber Pakhtunkhwa
3/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
4/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
5/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
6/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
7/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
8/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
9/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
10/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
11/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
12/15/2017,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
1/15/2018,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
2/15/2018,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
3/15/2018,Oil (cooking) - Retail,oil and fats,188,Khyber Pakhtunkhwa
4/15/2018,Oil (cooking) - Retail,oil and fats,189,Khyber Pakhtunkhwa
5/15/2018,Oil (cooking) - Retail,oil and fats,190,Khyber Pakhtunkhwa
6/15/2018,Oil (cooking) - Retail,oil and fats,190,Khyber Pakhtunkhwa
7/15/2018,Oil (cooking) - Retail,oil and fats,192,Khyber Pakhtunkhwa
8/15/2018,Oil (cooking) - Retail,oil and fats,194,Khyber Pakhtunkhwa
9/15/2018,Oil (cooking) - Retail,oil and fats,194,Khyber Pakhtunkhwa
10/15/2018,Oil (cooking) - Retail,oil and fats,194,Khyber Pakhtunkhwa
11/15/2018,Oil (cooking) - Retail,oil and fats,194,Khyber Pakhtunkhwa
12/15/2018,Oil (cooking) - Retail,oil and fats,194,Khyber Pakhtunkhwa
1/15/2019,Oil (cooking) - Retail,oil and fats,194,Khyber Pakhtunkhwa
2/15/2019,Oil (cooking) - Retail,oil and fats,205.2,Khyber Pakhtunkhwa
3/15/2019,Oil (cooking) - Retail,oil and fats,205.2,Khyber Pakhtunkhwa
4/15/2019,Oil (cooking) - Retail,oil and fats,205.2,Khyber Pakhtunkhwa
5/15/2019,Oil (cooking) - Retail,oil and fats,205.2,Khyber Pakhtunkhwa
6/15/2019,Oil (cooking) - Retail,oil and fats,205.2,Khyber Pakhtunkhwa
7/15/2019,Oil (cooking) - Retail,oil and fats,208.4,Khyber Pakhtunkhwa
8/15/2019,Oil (cooking) - Retail,oil and fats,218,Khyber Pakhtunkhwa
9/15/2019,Oil (cooking) - Retail,oil and fats,218,Khyber Pakhtunkhwa
10/15/2019,Oil (cooking) - Retail,oil and fats,218,Khyber Pakhtunkhwa
1/15/2006,Wheat - Retail,cereals and tubers,12.5,Khyber Pakhtunkhwa
2/15/2006,Wheat - Retail,cereals and tubers,13,Khyber Pakhtunkhwa
3/15/2006,Wheat - Retail,cereals and tubers,13,Khyber Pakhtunkhwa
4/15/2006,Wheat - Retail,cereals and tubers,12.5,Khyber Pakhtunkhwa
5/15/2006,Wheat - Retail,cereals and tubers,11.8,Khyber Pakhtunkhwa
6/15/2006,Wheat - Retail,cereals and tubers,11.8,Khyber Pakhtunkhwa
7/15/2006,Wheat - Retail,cereals and tubers,11.9,Khyber Pakhtunkhwa
8/15/2006,Wheat - Retail,cereals and tubers,12,Khyber Pakhtunkhwa
9/15/2006,Wheat - Retail,cereals and tubers,12,Khyber Pakhtunkhwa
10/15/2006,Wheat - Retail,cereals and tubers,12.3,Khyber Pakhtunkhwa
11/15/2006,Wheat - Retail,cereals and tubers,12.6,Khyber Pakhtunkhwa
12/15/2006,Wheat - Retail,cereals and tubers,13,Khyber Pakhtunkhwa
1/15/2007,Wheat - Retail,cereals and tubers,13.25,Khyber Pakhtunkhwa
2/15/2007,Wheat - Retail,cereals and tubers,13.25,Khyber Pakhtunkhwa
3/15/2007,Wheat - Retail,cereals and tubers,13.25,Khyber Pakhtunkhwa
4/15/2007,Wheat - Retail,cereals and tubers,13.25,Khyber Pakhtunkhwa
5/15/2007,Wheat - Retail,cereals and tubers,12,Khyber Pakhtunkhwa
6/15/2007,Wheat - Retail,cereals and tubers,12.25,Khyber Pakhtunkhwa
7/15/2007,Wheat - Retail,cereals and tubers,13,Khyber Pakhtunkhwa
8/15/2007,Wheat - Retail,cereals and tubers,13,Khyber Pakhtunkhwa
9/15/2007,Wheat - Retail,cereals and tubers,13.9,Khyber Pakhtunkhwa
10/15/2007,Wheat - Retail,cereals and tubers,14,Khyber Pakhtunkhwa
11/15/2007,Wheat - Retail,cereals and tubers,16,Khyber Pakhtunkhwa
12/15/2007,Wheat - Retail,cereals and tubers,19.13,Khyber Pakhtunkhwa
1/15/2008,Wheat - Retail,cereals and tubers,23.4,Khyber Pakhtunkhwa
2/15/2008,Wheat - Retail,cereals and tubers,20,Khyber Pakhtunkhwa
3/15/2008,Wheat - Retail,cereals and tubers,20,Khyber Pakhtunkhwa
4/15/2008,Wheat - Retail,cereals and tubers,22,Khyber Pakhtunkhwa
5/15/2008,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
6/15/2008,Wheat - Retail,cereals and tubers,23.5,Khyber Pakhtunkhwa
7/15/2008,Wheat - Retail,cereals and tubers,24.7,Khyber Pakhtunkhwa
8/15/2008,Wheat - Retail,cereals and tubers,25.56,Khyber Pakhtunkhwa
9/15/2008,Wheat - Retail,cereals and tubers,28.1,Khyber Pakhtunkhwa
10/15/2008,Wheat - Retail,cereals and tubers,32.5,Khyber Pakhtunkhwa
11/15/2008,Wheat - Retail,cereals and tubers,30.8,Khyber Pakhtunkhwa
12/15/2008,Wheat - Retail,cereals and tubers,30,Khyber Pakhtunkhwa
1/15/2009,Wheat - Retail,cereals and tubers,29.3,Khyber Pakhtunkhwa
2/15/2009,Wheat - Retail,cereals and tubers,27.63,Khyber Pakhtunkhwa
3/15/2009,Wheat - Retail,cereals and tubers,25.38,Khyber Pakhtunkhwa
4/15/2009,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
5/15/2009,Wheat - Retail,cereals and tubers,24.94,Khyber Pakhtunkhwa
6/15/2009,Wheat - Retail,cereals and tubers,23.31,Khyber Pakhtunkhwa
7/15/2009,Wheat - Retail,cereals and tubers,24.4,Khyber Pakhtunkhwa
8/15/2009,Wheat - Retail,cereals and tubers,25.88,Khyber Pakhtunkhwa
9/15/2009,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
10/15/2009,Wheat - Retail,cereals and tubers,26.13,Khyber Pakhtunkhwa
11/15/2009,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
12/15/2009,Wheat - Retail,cereals and tubers,26.5,Khyber Pakhtunkhwa
1/15/2010,Wheat - Retail,cereals and tubers,26.5,Khyber Pakhtunkhwa
2/15/2010,Wheat - Retail,cereals and tubers,26.5,Khyber Pakhtunkhwa
3/15/2010,Wheat - Retail,cereals and tubers,26.38,Khyber Pakhtunkhwa
4/15/2010,Wheat - Retail,cereals and tubers,25,Khyber Pakhtunkhwa
5/15/2010,Wheat - Retail,cereals and tubers,24.5,Khyber Pakhtunkhwa
6/15/2010,Wheat - Retail,cereals and tubers,24.5,Khyber Pakhtunkhwa
7/15/2010,Wheat - Retail,cereals and tubers,24.5,Khyber Pakhtunkhwa
8/15/2010,Wheat - Retail,cereals and tubers,25,Khyber Pakhtunkhwa
9/15/2010,Wheat - Retail,cereals and tubers,26.25,Khyber Pakhtunkhwa
10/15/2010,Wheat - Retail,cereals and tubers,26.25,Khyber Pakhtunkhwa
11/15/2010,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
12/15/2010,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
1/15/2011,Wheat - Retail,cereals and tubers,28.25,Khyber Pakhtunkhwa
2/15/2011,Wheat - Retail,cereals and tubers,28.25,Khyber Pakhtunkhwa
3/15/2011,Wheat - Retail,cereals and tubers,28,Khyber Pakhtunkhwa
4/15/2011,Wheat - Retail,cereals and tubers,27.5,Khyber Pakhtunkhwa
5/15/2011,Wheat - Retail,cereals and tubers,26,Khyber Pakhtunkhwa
6/15/2011,Wheat - Retail,cereals and tubers,25.5,Khyber Pakhtunkhwa
7/15/2011,Wheat - Retail,cereals and tubers,26.25,Khyber Pakhtunkhwa
8/15/2011,Wheat - Retail,cereals and tubers,26.5,Khyber Pakhtunkhwa
9/15/2011,Wheat - Retail,cereals and tubers,27,Khyber Pakhtunkhwa
10/15/2011,Wheat - Retail,cereals and tubers,27,Khyber Pakhtunkhwa
11/15/2011,Wheat - Retail,cereals and tubers,28.33,Khyber Pakhtunkhwa
12/15/2011,Wheat - Retail,cereals and tubers,29,Khyber Pakhtunkhwa
1/15/2012,Wheat - Retail,cereals and tubers,29,Khyber Pakhtunkhwa
2/15/2012,Wheat - Retail,cereals and tubers,28.79,Khyber Pakhtunkhwa
3/15/2012,Wheat - Retail,cereals and tubers,28.87,Khyber Pakhtunkhwa
4/15/2012,Wheat - Retail,cereals and tubers,29,Khyber Pakhtunkhwa
5/15/2012,Wheat - Retail,cereals and tubers,28.6,Khyber Pakhtunkhwa
6/15/2012,Wheat - Retail,cereals and tubers,28,Khyber Pakhtunkhwa
7/15/2012,Wheat - Retail,cereals and tubers,28,Khyber Pakhtunkhwa
8/15/2012,Wheat - Retail,cereals and tubers,29.67,Khyber Pakhtunkhwa
9/15/2012,Wheat - Retail,cereals and tubers,30,Khyber Pakhtunkhwa
10/15/2012,Wheat - Retail,cereals and tubers,30,Khyber Pakhtunkhwa
11/15/2012,Wheat - Retail,cereals and tubers,30.6,Khyber Pakhtunkhwa
12/15/2012,Wheat - Retail,cereals and tubers,31.75,Khyber Pakhtunkhwa
1/15/2013,Wheat - Retail,cereals and tubers,34.7,Khyber Pakhtunkhwa
2/15/2013,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
3/15/2013,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
4/15/2013,Wheat - Retail,cereals and tubers,32.73,Khyber Pakhtunkhwa
5/15/2013,Wheat - Retail,cereals and tubers,31.4,Khyber Pakhtunkhwa
6/15/2013,Wheat - Retail,cereals and tubers,32.67,Khyber Pakhtunkhwa
7/15/2013,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
8/15/2013,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
9/15/2013,Wheat - Retail,cereals and tubers,35.375,Khyber Pakhtunkhwa
10/15/2013,Wheat - Retail,cereals and tubers,35.6,Khyber Pakhtunkhwa
11/15/2013,Wheat - Retail,cereals and tubers,38.38,Khyber Pakhtunkhwa
12/15/2013,Wheat - Retail,cereals and tubers,40,Khyber Pakhtunkhwa
1/15/2014,Wheat - Retail,cereals and tubers,40.4,Khyber Pakhtunkhwa
2/15/2014,Wheat - Retail,cereals and tubers,42,Khyber Pakhtunkhwa
3/15/2014,Wheat - Retail,cereals and tubers,42,Khyber Pakhtunkhwa
4/15/2014,Wheat - Retail,cereals and tubers,40.4,Khyber Pakhtunkhwa
5/15/2014,Wheat - Retail,cereals and tubers,35.88,Khyber Pakhtunkhwa
6/15/2014,Wheat - Retail,cereals and tubers,34.5,Khyber Pakhtunkhwa
7/15/2014,Wheat - Retail,cereals and tubers,36.6,Khyber Pakhtunkhwa
8/15/2014,Wheat - Retail,cereals and tubers,38,Khyber Pakhtunkhwa
9/15/2014,Wheat - Retail,cereals and tubers,36.75,Khyber Pakhtunkhwa
10/15/2014,Wheat - Retail,cereals and tubers,37.2,Khyber Pakhtunkhwa
11/15/2014,Wheat - Retail,cereals and tubers,39,Khyber Pakhtunkhwa
12/15/2014,Wheat - Retail,cereals and tubers,39,Khyber Pakhtunkhwa
1/15/2015,Wheat - Retail,cereals and tubers,37,Khyber Pakhtunkhwa
2/15/2015,Wheat - Retail,cereals and tubers,37,Khyber Pakhtunkhwa
3/15/2015,Wheat - Retail,cereals and tubers,37,Khyber Pakhtunkhwa
4/15/2015,Wheat - Retail,cereals and tubers,35,Khyber Pakhtunkhwa
5/15/2015,Wheat - Retail,cereals and tubers,33.5,Khyber Pakhtunkhwa
6/15/2015,Wheat - Retail,cereals and tubers,31.25,Khyber Pakhtunkhwa
7/15/2015,Wheat - Retail,cereals and tubers,31,Khyber Pakhtunkhwa
8/15/2015,Wheat - Retail,cereals and tubers,31,Khyber Pakhtunkhwa
9/15/2015,Wheat - Retail,cereals and tubers,31,Khyber Pakhtunkhwa
10/15/2015,Wheat - Retail,cereals and tubers,31.4,Khyber Pakhtunkhwa
11/15/2015,Wheat - Retail,cereals and tubers,33.167,Khyber Pakhtunkhwa
12/15/2015,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
1/15/2016,Wheat - Retail,cereals and tubers,34.25,Khyber Pakhtunkhwa
2/15/2016,Wheat - Retail,cereals and tubers,35,Khyber Pakhtunkhwa
3/15/2016,Wheat - Retail,cereals and tubers,34.2,Khyber Pakhtunkhwa
4/15/2016,Wheat - Retail,cereals and tubers,33.5,Khyber Pakhtunkhwa
5/15/2016,Wheat - Retail,cereals and tubers,32.25,Khyber Pakhtunkhwa
6/15/2016,Wheat - Retail,cereals and tubers,32,Khyber Pakhtunkhwa
7/15/2016,Wheat - Retail,cereals and tubers,32,Khyber Pakhtunkhwa
8/15/2016,Wheat - Retail,cereals and tubers,33.5,Khyber Pakhtunkhwa
9/15/2016,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
10/15/2016,Wheat - Retail,cereals and tubers,34,Khyber Pakhtunkhwa
11/15/2016,Wheat - Retail,cereals and tubers,34.5,Khyber Pakhtunkhwa
12/15/2016,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
1/15/2017,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
2/15/2017,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
3/15/2017,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
4/15/2017,Wheat - Retail,cereals and tubers,35,Khyber Pakhtunkhwa
5/15/2017,Wheat - Retail,cereals and tubers,33,Khyber Pakhtunkhwa
6/15/2017,Wheat - Retail,cereals and tubers,33.6,Khyber Pakhtunkhwa
7/15/2017,Wheat - Retail,cereals and tubers,33,Khyber Pakhtunkhwa
8/15/2017,Wheat - Retail,cereals and tubers,32,Khyber Pakhtunkhwa
9/15/2017,Wheat - Retail,cereals and tubers,32.167,Khyber Pakhtunkhwa
10/15/2017,Wheat - Retail,cereals and tubers,33,Khyber Pakhtunkhwa
11/15/2017,Wheat - Retail,cereals and tubers,34.733,Khyber Pakhtunkhwa
12/15/2017,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
1/15/2018,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
2/15/2018,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
3/15/2018,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
4/15/2018,Wheat - Retail,cereals and tubers,34.75,Khyber Pakhtunkhwa
5/15/2018,Wheat - Retail,cereals and tubers,32,Khyber Pakhtunkhwa
6/15/2018,Wheat - Retail,cereals and tubers,33.25,Khyber Pakhtunkhwa
7/15/2018,Wheat - Retail,cereals and tubers,35,Khyber Pakhtunkhwa
8/15/2018,Wheat - Retail,cereals and tubers,35,Khyber Pakhtunkhwa
9/15/2018,Wheat - Retail,cereals and tubers,35,Khyber Pakhtunkhwa
10/15/2018,Wheat - Retail,cereals and tubers,35.75,Khyber Pakhtunkhwa
11/15/2018,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
12/15/2018,Wheat - Retail,cereals and tubers,36,Khyber Pakhtunkhwa
1/15/2019,Wheat - Retail,cereals and tubers,36.6,Khyber Pakhtunkhwa
2/15/2019,Wheat - Retail,cereals and tubers,37,Khyber Pakhtunkhwa
3/15/2019,Wheat - Retail,cereals and tubers,37,Khyber Pakhtunkhwa
4/15/2019,Wheat - Retail,cereals and tubers,37,Khyber Pakhtunkhwa
5/15/2019,Wheat - Retail,cereals and tubers,38.6,Khyber Pakhtunkhwa
6/15/2019,Wheat - Retail,cereals and tubers,39.88,Khyber Pakhtunkhwa
7/15/2019,Wheat - Retail,cereals and tubers,40.67,Khyber Pakhtunkhwa
8/15/2019,Wheat - Retail,cereals and tubers,38.53,Khyber Pakhtunkhwa
9/15/2019,Wheat - Retail,cereals and tubers,39.5,Khyber Pakhtunkhwa
10/15/2019,Wheat - Retail,cereals and tubers,41.2,Khyber Pakhtunkhwa
12/15/2014,Eggs - Retail,"meat, fish and eggs",117.5,Khyber Pakhtunkhwa
1/15/2015,Eggs - Retail,"meat, fish and eggs",98.33,Khyber Pakhtunkhwa
2/15/2015,Eggs - Retail,"meat, fish and eggs",119,Khyber Pakhtunkhwa
3/15/2015,Eggs - Retail,"meat, fish and eggs",98.33,Khyber Pakhtunkhwa
4/15/2015,Eggs - Retail,"meat, fish and eggs",84.5,Khyber Pakhtunkhwa
5/15/2015,Eggs - Retail,"meat, fish and eggs",81.67,Khyber Pakhtunkhwa
6/15/2015,Eggs - Retail,"meat, fish and eggs",85.73,Khyber Pakhtunkhwa
7/15/2015,Eggs - Retail,"meat, fish and eggs",90,Khyber Pakhtunkhwa
8/15/2015,Eggs - Retail,"meat, fish and eggs",102.5,Khyber Pakhtunkhwa
9/15/2015,Eggs - Retail,"meat, fish and eggs",85.73,Khyber Pakhtunkhwa
10/15/2015,Eggs - Retail,"meat, fish and eggs",99.67,Khyber Pakhtunkhwa
11/15/2015,Eggs - Retail,"meat, fish and eggs",100.42,Khyber Pakhtunkhwa
